"precision";"recall";"f1";"accuracy";"total";"type";"threshold"
"10,082687425862188";"68,23896665453299";"16,269980954275145";"73,10632383599722";"1439";"ALL";"0"
"3,4779269229603926";"40,863787375415285";"6,314883199999695";"40,863787375415285";"301";"BeginsAt";"0"
"10,362162191905384";"83,35871404399323";"16,954107878684663";"89,84771573604061";"197";"tookPlaceAt";"0"
"13,326544873106577";"90,10814249363868";"20,79076276947043";"91,6030534351145";"131";"carriedOutBy";"0"
"17,606992888381487";"99,66777408637874";"27,549848305170425";"99,66777408637874";"301";"showsFeatures";"0"
"13,42755063991801";"87,80168012624152";"22,51421506297938";"98,83040935672514";"171";"fallsWithin";"0"
"12,750963731003255";"77,60416666666667";"20,92807443604265";"89,58333333333333";"96";"hadParticipant";"0"
"1,4981060606060606";"11,190476190476192";"2,3257446257446257";"17,5";"40";"hadParticipantBegins";"0"
"8,114031555029904";"48,55442176870748";"12,281770699844566";"71,42857142857143";"98";"falltookPlace";"0"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0"
"11,935579528248415";"67,3332946994282";"18,428526357002063";"72,46175243393603";"1438";"ALL";"0,1"
"3,587325898754038";"40,53156146179402";"6,493663102500515";"40,53156146179402";"301";"BeginsAt";"0,1"
"10,848344330064899";"82,85109983079526";"17,715860728971954";"89,34010152284264";"197";"tookPlaceAt";"0,1"
"14,775736520341479";"90,01272264631044";"22,883395744187286";"91,6030534351145";"131";"carriedOutBy";"0,1"
"24,26716411724505";"100";"34,80118451092443";"100";"300";"showsFeatures";"0,1"
"15,21536955832982";"86,48728302237073";"25,050984367681206";"98,83040935672514";"171";"fallsWithin";"0,1"
"12,955865435933182";"68,40277777777777";"20,71986595386686";"82,29166666666667";"96";"hadParticipant";"0,1"
"1,5443017127799734";"11,190476190476192";"2,4027972027972027";"17,5";"40";"hadParticipantBegins";"0,1"
"8,401228254082127";"48,04421768707483";"12,740675526390728";"70,40816326530613";"98";"falltookPlace";"0,1"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0,1"
"14,187945914485772";"66,5049837737598";"21,114591277395895";"71,69680111265647";"1438";"ALL";"0,2"
"3,7708965019476826";"40,199335548172755";"6,8038536305505675";"40,199335548172755";"301";"BeginsAt";"0,2"
"11,637667543603678";"82,17428087986463";"18,865492800997675";"88,3248730964467";"197";"tookPlaceAt";"0,2"
"17,7541596616935";"87,21374045801528";"26,458874659218818";"88,54961832061069";"131";"carriedOutBy";"0,2"
"28,352206434919328";"100";"39,72237437806394";"100";"300";"showsFeatures";"0,2"
"21,64673160345829";"85,03829016986913";"32,40642529206579";"98,24561403508773";"171";"fallsWithin";"0,2"
"15,558658007865901";"67,5173611111111";"23,287663363820702";"82,29166666666667";"96";"hadParticipant";"0,2"
"1,6469155844155843";"10,357142857142856";"2,4979797979797977";"15";"40";"hadParticipantBegins";"0,2"
"9,000511524220663";"45,74829931972789";"13,65777284425384";"68,36734693877551";"98";"falltookPlace";"0,2"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0,2"
"16,13144384800575";"64,51279886085167";"23,120620739226013";"69,95827538247566";"1438";"ALL";"0,3"
"4,027390052893275";"39,20265780730897";"7,201538313630904";"39,20265780730897";"301";"BeginsAt";"0,3"
"12,646036220578264";"78,02876480541455";"20,13619665377251";"84,77157360406092";"197";"tookPlaceAt";"0,3"
"19,650412573375426";"83,65139949109415";"28,867293156137254";"84,73282442748092";"131";"carriedOutBy";"0,3"
"31,1833256455908";"99,66666666666667";"42,8651442022031";"99,66666666666667";"300";"showsFeatures";"0,3"
"27,70010221016288";"81,62837649679754";"38,10779348237161";"95,32163742690058";"171";"fallsWithin";"0,3"
"16,54454201722508";"65,45138888888887";"24,20923907238098";"82,29166666666667";"96";"hadParticipant";"0,3"
"2,0059523809523805";"10,357142857142856";"2,9554473304473303";"15";"40";"hadParticipantBegins";"0,3"
"11,827238412638016";"41,666666666666664";"15,43941485759128";"64,28571428571429";"98";"falltookPlace";"0,3"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0,3"
"19,125781530722872";"61,96246440161599";"25,98752677216518";"67,59388038942977";"1438";"ALL";"0,4"
"4,330396114644696";"37,87375415282392";"7,662828912867478";"37,87375415282392";"301";"BeginsAt";"0,4"
"14,543888413975312";"71,45234066553864";"22,20312483986635";"77,66497461928934";"197";"tookPlaceAt";"0,4"
"24,888730219302385";"82,28371501272265";"35,08737663538786";"83,20610687022901";"131";"carriedOutBy";"0,4"
"35,65389115242056";"99,66666666666667";"47,66143671143678";"99,66666666666667";"300";"showsFeatures";"0,4"
"35,913822525340805";"74,20820569943378";"43,93871190610254";"91,2280701754386";"171";"fallsWithin";"0,4"
"18,82222728234241";"62,15277777777777";"26,10456192892211";"78,125";"96";"hadParticipant";"0,4"
"1,8749999999999996";"10,178571428571427";"2,9256854256854257";"12,5";"40";"hadParticipantBegins";"0,4"
"13,821327731891953";"39,625850340136054";"16,919121952372087";"62,244897959183675";"98";"falltookPlace";"0,4"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0,4"
"21,409372946272573";"57,68583587100806";"27,82756818603474";"63,106113843991565";"1423";"ALL";"0,5"
"4,752286590275964";"37,123745819397996";"8,257560224203417";"37,123745819397996";"299";"BeginsAt";"0,5"
"14,14089401468563";"57,61621315192745";"20,934114904703122";"64,28571428571429";"196";"tookPlaceAt";"0,5"
"28,797528645317204";"80,48076923076923";"39,37570964313044";"80,76923076923077";"130";"carriedOutBy";"0,5"
"42,89617061021171";"97,26027397260275";"54,22577612646112";"97,26027397260275";"292";"showsFeatures";"0,5"
"38,95068876679615";"69,09438775510203";"45,76256516942475";"86,30952380952381";"168";"fallsWithin";"0,5"
"19,451749911308724";"54,77430555555555";"25,837720678852133";"69,79166666666667";"96";"hadParticipant";"0,5"
"2,130952380952381";"10,178571428571427";"3,244047619047619";"12,5";"40";"hadParticipantBegins";"0,5"
"15,380677995473912";"36,30952380952381";"18,117036524899667";"56,12244897959184";"98";"falltookPlace";"0,5"
"0";"0";"0";"0";"104";"fallhasTimeSpan";"0,5"
"24,137973049103724";"52,06294011015828";"29,42673372978916";"57,174231332357245";"1366";"ALL";"0,6"
