"precision";"recall";"f1";"accuracy";"total";"type";"threshold"
"9,217587851739484";"69,70440782289288";"15,246522988877885";"74,77414871438499";"1439";"ALL";"0"
"3,4549204135351954";"43,521594684385384";"6,314988302290013";"43,521594684385384";"301";"BeginsAt";"0"
"10,232104192716694";"79,09334461364917";"16,64162631664717";"83,75634517766497";"197";"tookPlaceAt";"0"
"12,868168129941136";"91,12595419847328";"20,305302185935854";"93,12977099236642";"131";"carriedOutBy";"0"
"13,821899184974786";"99,66777408637874";"22,868621813406257";"99,66777408637874";"301";"showsFeatures";"0"
"12,491878384495811";"88,63431727466813";"21,382705419349197";"98,83040935672514";"171";"fallsWithin";"0"
"11,813393886902226";"76,73611111111111";"19,561167721114156";"88,54166666666667";"96";"hadParticipant";"0"
"4,1890144214591185";"23,648809523809522";"6,278487721783974";"52,5";"40";"hadParticipantBegins";"0"
"8,637531654178904";"51,19047619047618";"13,117865695744422";"71,42857142857143";"98";"falltookPlace";"0"
"0,7509228139884248";"11,538461538461538";"1,4046143311878168";"12,5";"104";"fallhasTimeSpan";"0"
"12,688292804631581";"67,85537673576614";"19,184088603759925";"73,08762169680111";"1438";"ALL";"0,1"
"3,9218132975420668";"42,19269102990033";"7,067279224289392";"42,19269102990033";"301";"BeginsAt";"0,1"
"10,77817636441065";"78,5857304004512";"17,46829626342232";"83,248730964467";"197";"tookPlaceAt";"0,1"
"15,165619964380102";"90,7760814249364";"23,266934105930044";"92,36641221374046";"131";"carriedOutBy";"0,1"
"26,033233515090988";"99,66666666666667";"36,02850767942441";"99,66666666666667";"300";"showsFeatures";"0,1"
"15,070532788625197";"85,22208298524087";"24,904106362937217";"95,90643274853801";"171";"fallsWithin";"0,1"
"13,064898023815005";"67,69097222222221";"20,633864760422263";"81,25";"96";"hadParticipant";"0,1"
"6,095824314574314";"21,625";"8,326663603517824";"50";"40";"hadParticipantBegins";"0,1"
"10,077529778223399";"49,65986394557822";"14,697982352089507";"70,40816326530613";"98";"falltookPlace";"0,1"
"0,7943272005772006";"7,6923076923076925";"1,430493369124591";"8,653846153846153";"104";"fallhasTimeSpan";"0,1"
"15,330098472656537";"64,27520601736629";"22,035141185862027";"69,82578397212544";"1435";"ALL";"0,2"
"4,661779393625483";"36,12040133779264";"7,820330386427898";"36,12040133779264";"299";"BeginsAt";"0,2"
"12,417553164193434";"75,03243090806542";"19,76397040054606";"80,20304568527919";"197";"tookPlaceAt";"0,2"
"17,854163311617288";"90,01272264631044";"26,84729956036247";"91,6030534351145";"131";"carriedOutBy";"0,2"
"29,921751069909934";"99,66666666666667";"40,87084192234487";"99,66666666666667";"300";"showsFeatures";"0,2"
"21,68257224530938";"81,05657662675205";"31,72533449693478";"94,73684210526316";"171";"fallsWithin";"0,2"
"14,959362144634452";"63,732638888888886";"22,4913054269371";"79,16666666666667";"96";"hadParticipant";"0,2"
"9,459415584415586";"16,029761904761905";"9,365021008403364";"37,5";"40";"hadParticipantBegins";"0,2"
"12,892299369568537";"39,20068027210884";"15,806709850119114";"60,204081632653065";"98";"falltookPlace";"0,2"
"0,558252427184466";"4,854368932038835";"0,9955524518631315";"4,854368932038835";"103";"fallhasTimeSpan";"0,2"
"19,050182037954098";"62,16428515260785";"25,88422503674323";"67,3036093418259";"1413";"ALL";"0,3"
"4,949021400101829";"33,673469387755105";"8,180900384176427";"33,673469387755105";"294";"BeginsAt";"0,3"
"15,477711368668603";"72,74816694867455";"23,492257845034857";"78,1725888324873";"197";"tookPlaceAt";"0,3"
"24,823720409213866";"89,16666666666667";"35,21190513302765";"90,76923076923077";"130";"carriedOutBy";"0,3"
"33,25643957550929";"99,33333333333333";"44,78172502878391";"99,33333333333333";"300";"showsFeatures";"0,3"
